id,label,pred,proba,error,kind,demographic_restriction,severity_restriction,negation_in_protocol,missing_sex_field,missing_age_field,missing_icd_field,annotation_ambiguous,rare_guideline,protocol_len,missing_structured_fields
27,1,1,0.9676182049937634,False,correct,False,False,True,True,True,True,False,False,3983,True
520,1,1,0.8845195441086403,False,correct,False,True,True,False,False,False,False,False,2612,False
640,1,1,0.9923977380892924,False,correct,False,False,True,False,False,False,False,False,5606,False
29,1,1,0.8509736251338236,False,correct,False,False,True,True,True,True,False,False,3983,True
319,0,0,0.0358820182263082,False,correct,False,False,True,False,False,False,False,False,5019,False
151,0,0,0.4117983249423573,False,correct,False,False,True,True,True,True,False,False,2363,True
272,1,1,0.6229773722674152,False,correct,False,False,True,False,False,False,False,False,1143,False
64,1,1,0.7468011521004613,False,correct,False,False,True,True,True,True,False,False,3859,True
770,1,1,0.964099151087034,False,correct,False,False,True,False,False,False,False,False,7209,False
638,1,1,0.8978981957355838,False,correct,False,False,True,False,False,False,False,False,32765,False
725,1,0,0.4965063817652048,True,FN,False,False,True,False,False,False,False,False,11252,False
775,0,0,0.3721433415151801,False,correct,False,False,True,False,False,False,False,False,7209,False
